City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,Santa Cecília,-26.9608,-50.4269,16.53,99,100,1.21,BR,1697492008
285,Dudinka,69.4058,86.1778,-0.18,98,100,2.68,RU,1697492008
286,Rio Grande,-32.035,-52.0986,22.06,96,100,2.41,BR,1697491976
287,Salavan,15.7167,106.4167,22.34,96,100,0.23,LA,1697492008
288,Bucerías,20.75,-105.3333,32.21,66,75,4.63,MX,1697492008
289,San Ignacio de Velasco,-16.3667,-60.95,33.57,33,66,3.68,BO,1697492009
290,Port Lincoln,-34.7333,135.8667,13.44,68,5,5.5,AU,1697492009
291,Agat Village,13.3886,144.6585,27.52,86,40,2.06,GU,1697492009
292,Kazygurt,41.7589,69.3864,10.34,44,14,1.78,KZ,1697492009
293,Moapa Valley,36.5805,-114.4703,34.82,11,0,0.22,US,1697492010
294,Brisas de Zicatela,15.8369,-97.0419,31.29,48,40,2.57,MX,1697492010
295,Baotou,40.6522,109.8222,13.33,37,100,2.34,CN,1697491608
296,Altay,47.8667,88.1167,0.51,51,5,2.51,CN,1697492010
297,Lisala,2.15,21.5167,20.65,90,92,0.67,CD,1697492010
298,Fort St. John,56.2499,-120.8529,9.94,71,100,2.06,CA,1697491450
299,Tual,-5.6667,132.75,26.6,82,32,4.45,ID,1697491955
300,Aberdeen,57.1437,-2.0981,8.27,85,100,2.06,GB,1697492011
301,Villa Mercedes,-33.6757,-65.4578,22.53,17,0,7.45,AR,1697492011
302,Corn Island,12.1694,-83.0418,29.47,72,99,3.56,NI,1697491336
303,Kill Devil Hills,36.0307,-75.676,17.77,54,100,2.57,US,1697492011
304,Pizarro,4.9533,-77.366,27.1,81,53,2.28,CO,1697492012
305,Aswān,24.0934,32.907,24.94,30,0,6.45,EG,1697491567
306,Fale old settlement,-9.3852,-171.2468,28.56,77,87,9.92,TK,1697491595
307,Arraial do Cabo,-22.9661,-42.0278,23.92,88,40,7.72,BR,1697492003
308,Kogalym,62.2654,74.4791,4.48,93,79,3.57,RU,1697492013
309,Santa Branca,-23.3967,-45.8839,21.82,88,75,6.69,BR,1697492013
310,Hilo,19.7297,-155.09,28.85,73,20,3.6,US,1697491253
311,Heraclea,37.5133,34.0467,14.62,43,9,1.84,TR,1697492013
312,Mahenge,-8.6833,36.7167,19.68,77,69,2.18,TZ,1697492013
313,Ha'il,27.5219,41.6907,23.01,38,0,3.09,SA,1697492014
314,Tefé,-3.3542,-64.7114,30.06,66,20,1.03,BR,1697492014
315,Al Qaryatayn,34.2296,37.2407,16.14,73,0,1.87,SY,1697492014
316,Ancud,-41.8697,-73.8203,10.92,70,15,1.78,CL,1697492014
317,Guinguinéo,14.2667,-15.95,29.9,79,0,3.09,SN,1697492014
318,Nahrin,36.0649,69.1334,10.64,56,41,0.61,AF,1697492015
319,Cannonvale,-20.2833,148.7,21.66,63,3,1.02,AU,1697492015
320,Port Hedland,-20.3167,118.5667,24.03,11,0,4.12,AU,1697491584
321,Rundu,-17.9333,19.7667,23.68,15,88,1.82,NA,1697492015
322,Vallenar,-28.5708,-70.7581,23.11,36,99,2.47,CL,1697492016
323,Sydney,-33.8679,151.2073,14.84,66,40,12.35,AU,1697491770
324,Dunedin,-45.8742,170.5036,9.89,79,100,1.79,NZ,1697491567
325,Businga,3.3333,20.8833,21.68,96,96,0.89,CD,1697492016
326,Aţ Ţaraf,25.3628,49.725,27.3,45,0,3.7,SA,1697492016
327,Anadyr,64.75,177.4833,-2.72,86,20,3.0,RU,1697491990
328,Ilebo,-4.3167,20.5833,23.4,91,91,0.44,CD,1697492017
329,Kitwe,-12.7961,28.2477,21.03,74,92,2.29,ZM,1697492017
330,Sawākin,19.1059,37.3321,28.34,68,2,3.92,SD,1697492017
331,Oranjemund,-28.55,16.4333,16.74,77,3,2.98,NA,1697492017
332,Nagqu Prefecture,31.5,92.0,-0.72,45,100,0.99,CN,1697491457
333,Coquimbo,-29.9533,-71.3436,16.85,67,0,6.17,CL,1697492018
334,Richards Bay,-28.783,32.0377,18.51,94,100,4.67,ZA,1697491455
335,Klyuchi,52.2667,79.1667,9.92,62,100,4.18,RU,1697492018
336,Ahar,38.4774,47.0699,12.94,60,59,2.08,IR,1697492018
337,Cabedelo,-6.9811,-34.8339,25.37,76,27,6.56,BR,1697491566
338,Kendari,-3.945,122.4989,23.77,87,55,1.4,ID,1697492019
339,Mabaruma,8.2,-59.7833,29.0,79,40,2.06,GY,1697492019
340,Nosy Varika,-20.5833,48.5333,23.54,93,86,0.6,MG,1697492019
341,Sebastian,35.1668,-94.2669,20.31,35,0,3.93,US,1697492019
342,Haiku-Pauwela,20.9219,-156.3051,28.43,68,40,10.29,US,1697492019
343,Carnarvon,-24.8667,113.6333,23.12,51,0,5.64,AU,1697492020
344,Ballycastle,55.2044,-6.243,7.52,83,7,3.36,GB,1697492020
345,Kristiansund,63.1115,7.732,8.36,87,100,4.12,NO,1697491597
346,Zaysan,47.4667,84.8667,3.57,63,7,1.25,KZ,1697492020
347,Gizo Government Station,-8.103,156.8419,27.68,79,99,1.86,SB,1697491606
348,Belozersk,60.0326,37.7957,3.88,81,78,3.58,RU,1697492021
349,Sirte,31.2089,16.5887,22.93,64,0,3.54,LY,1697492021
350,Hampton Bays,40.869,-72.5176,17.08,68,100,4.63,US,1697492021
351,Jahānābād,25.2167,84.9833,22.91,86,0,1.15,IN,1697492021
352,Pacific Grove,36.6177,-121.9166,26.88,66,0,3.6,US,1697492022
353,Kruisfontein,-34.0033,24.7314,13.48,93,1,2.38,ZA,1697491457
354,Beledweyne,4.7358,45.2036,26.91,66,77,6.1,SO,1697492022
355,Northam,51.0333,-4.2167,10.14,82,100,8.45,GB,1697491610
356,Calvinia,-31.4707,19.776,16.13,54,0,4.08,ZA,1697492022
357,Waingapu,-9.6567,120.2641,24.4,72,11,2.14,ID,1697491991
358,Duki,30.1541,68.5728,16.93,51,3,1.61,PK,1697492023
359,Mosfellsbaer,64.1667,-21.7,4.01,87,75,4.12,IS,1697492023
360,Bubaque,11.2833,-15.8333,27.75,83,0,5.58,GW,1697491440
361,Guercif,34.2257,-3.3536,24.05,45,99,2.63,MA,1697492023
362,La Passe,45.5549,-0.8967,14.13,57,100,5.79,FR,1697492024
363,Isangel,-19.55,169.2667,27.06,69,40,10.29,VU,1697491368
364,Vila Velha,-20.3297,-40.2925,25.97,89,75,4.12,BR,1697491613
365,Gazojak,41.1875,61.4036,12.06,29,0,4.48,TM,1697492024
366,Letlhakeng,-24.0944,25.0298,20.19,22,0,3.06,BW,1697492024
367,Olinda,-8.0089,-34.8553,25.85,69,40,6.17,BR,1697491288
368,Cabinda,-5.55,12.2,25.3,82,61,2.97,AO,1697492025
369,Lázaro Cárdenas,17.9583,-102.2,29.56,72,62,2.63,MX,1697491314
370,São Paulo de Olivença,-3.3783,-68.8725,28.6,70,93,1.49,BR,1697492025
371,Imperatriz,-5.5264,-47.4917,30.51,46,80,2.41,BR,1697492025
372,Maïné Soroa,13.2114,12.0241,30.44,22,86,3.59,NE,1697492025
373,Uruaçu,-14.5247,-49.1408,31.62,22,16,2.18,BR,1697492026
374,Portrush,55.1959,-6.6493,7.49,83,3,0.89,GB,1697492026
375,Bathsheba,13.2167,-59.5167,29.34,74,20,6.69,BB,1697492026
376,Pangody,65.85,74.4859,0.81,94,100,2.91,RU,1697492026
377,Tamanghasset,22.785,5.5228,21.95,20,20,1.54,DZ,1697491610
378,Teknāf,20.8624,92.3058,23.22,85,19,1.8,BD,1697492027
379,Coahuayana de Hidalgo,18.7,-103.6583,29.31,80,66,2.12,MX,1697492027
380,Quezon,7.7303,125.0989,22.28,93,64,0.52,PH,1697492027
381,Fukura,34.25,134.7167,15.0,82,20,3.09,JP,1697492027
382,Tindouf,27.6711,-8.1474,28.25,20,40,3.09,DZ,1697492027
383,Tommot,58.9564,126.2925,-7.13,78,99,1.2,RU,1697491839
384,Ujae,8.9322,165.7642,28.47,77,40,6.13,MH,1697492028
385,Phetchabun,16.25,101.0833,22.55,91,99,1.57,TH,1697492028
386,Pagar Alam,-4.0167,103.2667,19.53,65,30,1.13,ID,1697492028
387,Pueblo Nuevo,23.3833,-105.3833,23.85,41,45,0.67,MX,1697492028
388,Sosnovyy Bor,59.9,29.1167,6.44,72,99,8.1,RU,1697492029
389,Mana,5.6592,-53.7767,28.36,79,30,4.57,GF,1697491441
390,Olyokminsk,60.3736,120.4264,1.11,67,100,3.58,RU,1697492029
391,Kayangel,8.0823,134.7173,27.91,76,32,1.99,PW,1697492029
392,George Town,5.4112,100.3354,26.96,89,20,1.54,MY,1697492029
393,Emerald,-23.5333,148.1667,24.63,25,2,9.17,AU,1697492000
394,Kralendijk,12.15,-68.2667,31.99,70,40,6.17,BQ,1697491584
395,Malango,-2.9627,119.9001,18.88,93,11,0.8,ID,1697492030
396,Ambrizette,-7.2312,12.8666,25.0,86,98,3.0,AO,1697492030
397,Amga,60.8953,131.9608,-7.23,73,80,1.34,RU,1697492008
398,Al Khārijah,25.4514,30.5464,22.16,39,0,2.95,EG,1697492031
399,Tari,12.4086,4.4914,30.64,39,99,2.29,NG,1697492031
400,Verāval,20.9,70.3667,25.89,77,5,5.35,IN,1697491956
401,Scarborough,54.2797,-0.4044,4.95,88,67,1.29,GB,1697492031
402,Al Arţāwīyah,26.5053,45.3444,22.67,32,0,4.1,SA,1697492031
403,Varberg,57.1056,12.2508,9.47,76,22,5.78,SE,1697491752
404,Kirensk,57.7853,108.1119,3.9,95,100,3.58,RU,1697491577
405,Kharp,66.8014,65.8081,1.23,99,100,0.77,RU,1697492032
406,Ukwā,21.9667,80.4667,19.15,82,5,0.51,IN,1697492032
407,Colwood,48.4329,-123.4859,17.16,88,75,3.6,CA,1697492033
408,Plastun,44.7561,136.2939,3.94,63,4,4.47,RU,1697492034
409,Fort McMurray,56.7268,-111.381,17.77,45,0,2.57,CA,1697491811
410,Long Beach,33.767,-118.1892,36.09,68,0,4.63,US,1697492034
411,Port-Cartier,50.0334,-66.8654,12.08,62,38,4.02,CA,1697491771
412,Upata,8.0086,-62.3989,24.8,77,100,2.23,VE,1697492034
413,Newman,37.3138,-121.0208,29.02,43,98,2.24,US,1697491599
414,Gadzhiyevo,69.2551,33.3362,3.33,73,100,13.22,RU,1697492035
415,Quiindy,-25.9667,-57.2667,34.9,29,16,2.42,PY,1697492035
416,Khanty-Mansiysk,61.0042,69.0019,8.06,100,0,1.0,RU,1697492035
417,Treasure Island,27.7692,-82.769,21.77,58,75,8.23,US,1697492036
418,Beloyarskiy,63.7119,66.6722,5.0,91,85,2.24,RU,1697492036
419,Agapovka,53.2973,59.1348,9.41,81,0,2.97,RU,1697492036
420,Undurkhaan,47.3194,110.6556,4.2,61,100,4.91,MN,1697492036
421,Zastron,-30.3023,27.084,10.05,67,35,6.95,ZA,1697492036
422,Tsévié,6.4261,1.2133,26.49,90,98,2.25,TG,1697492037
423,Le Port,-20.9373,55.2919,24.0,99,75,2.92,RE,1697492037
424,Inhambane,-23.865,35.3833,21.01,86,100,2.96,MZ,1697491452
425,Luba,3.4568,8.5547,24.94,87,96,2.39,GQ,1697492037
426,Mildura,-34.2,142.15,9.48,81,0,5.68,AU,1697491868
427,Singkil,-7.9855,111.4161,24.04,88,69,2.46,ID,1697492037
428,Aykhal,66.0,111.5,-3.85,94,100,4.92,RU,1697492035
429,Pingliang,35.5392,106.6861,12.85,76,100,0.94,CN,1697492038
430,Yemetsk,63.4721,41.7941,3.03,85,90,3.61,RU,1697492038
431,Lātehār,23.75,84.5,20.73,83,10,1.38,IN,1697492038
432,Mae Hong Son,19.3003,97.9685,21.51,98,27,0.67,TH,1697492038
433,Alofi,-19.0595,-169.9187,24.94,65,75,9.77,NU,1697492038
434,Port Blair,11.6667,92.75,26.02,94,40,1.03,IN,1697492039
435,Kashgar,39.4547,75.9797,16.56,27,40,2.0,CN,1697491611
436,Santa Ana,33.7456,-117.8678,36.89,51,20,3.6,US,1697491897
437,Yei,4.095,30.6779,19.02,98,100,1.87,SS,1697492039
438,Pitoa,9.3833,13.5333,25.5,78,62,0.46,CM,1697492039
439,Al Khor,25.7667,51.3167,28.21,67,0,3.08,QA,1697492039
440,Nadi,-17.8,177.4167,27.0,57,20,5.14,FJ,1697492040
441,Tobelo,1.7284,128.0095,26.92,81,85,1.54,ID,1697492040
442,Chyorny Yar,48.0624,46.1091,13.57,79,40,7.9,RU,1697492040
443,Motueka,-41.1333,173.0167,15.61,88,100,1.46,NZ,1697492040
444,Dedovichi,57.5517,29.9502,2.59,87,14,4.31,RU,1697492040
445,Flin Flon,54.7682,-101.865,14.91,51,0,2.06,CA,1697492041
446,Herkimer,43.0256,-74.986,14.22,79,97,0.45,US,1697492041
447,Aripuanã,-9.1667,-60.6333,26.89,71,76,2.14,BR,1697492041
448,Nanao,37.05,136.9667,13.11,74,25,1.53,JP,1697492041
449,Sault Ste. Marie,46.5168,-84.3333,10.16,70,0,7.72,CA,1697492041
450,Åkrehamn,59.2667,5.1833,10.79,71,75,8.75,NO,1697492042
451,Cromwell,41.5951,-72.6454,15.02,82,100,1.54,US,1697492042
452,Aver-o-Mar,41.4078,-8.7812,22.31,73,20,6.17,PT,1697491621
453,Kindu,-2.95,25.95,21.04,97,85,1.2,CD,1697492042
454,Stung Treng,13.5259,105.9683,23.1,99,100,0.38,KH,1697492042
455,Padang,-0.9492,100.3543,24.03,91,89,1.23,ID,1697492042
456,Loreto,22.2667,-101.9667,21.26,37,100,7.53,MX,1697492043
457,Nehe,48.4833,124.8333,2.68,41,70,2.96,CN,1697492043
458,Takoradze,4.8845,-1.7554,24.47,89,98,4.23,GH,1697491975
459,Ulety,51.3572,112.4849,2.52,71,94,6.97,RU,1697492043
460,Mahdia,35.5047,11.0622,24.97,56,3,7.45,TN,1697492043
461,Chibougamau,49.9168,-74.3659,8.79,66,0,3.6,CA,1697491585
462,West Fargo,46.875,-96.9004,17.23,41,0,2.06,US,1697491753
463,Turabah,21.2141,41.6331,22.78,48,0,1.31,SA,1697492044
464,Muisne,0.6,-80.0333,25.87,79,82,3.44,EC,1697492044
465,Battagram,34.6772,73.0233,12.41,83,100,1.02,PK,1697492044
466,Sinop Province,41.7711,34.8709,9.66,93,100,2.55,TR,1697492045
467,Namtsy,62.7161,129.6658,-3.87,61,100,4.43,RU,1697492045
468,Westport,41.1415,-73.3579,17.02,65,20,5.66,US,1697492007
469,Mokopane,-24.1944,29.0097,14.79,89,13,1.99,ZA,1697492045
470,Zuni Pueblo,35.0725,-108.8506,25.35,10,0,3.4,US,1697491937
471,Conde,-7.2597,-34.9075,24.7,78,0,4.12,BR,1697491582
472,Vernon,50.2581,-119.2691,16.24,72,100,1.03,CA,1697492046
473,Mezzouna,34.5776,9.8419,22.57,36,0,3.1,TN,1697492046
474,Potosí,-19.5836,-65.7531,18.48,24,40,6.17,BO,1697492046
475,Taro,-8.3862,115.28,22.0,90,83,0.34,ID,1697492046
476,Horta,38.5333,-28.6333,19.45,83,20,2.24,PT,1697491591
477,Brak,27.5496,14.2714,23.14,20,0,3.05,LY,1697492047
478,Korla,41.7597,86.1469,11.13,43,1,4.79,CN,1697492047
479,Narvik,68.4384,17.4272,3.54,98,94,1.07,NO,1697491578
480,Mount Isa,-20.7333,139.5,21.87,26,5,7.72,AU,1697491464
481,San Luis de la Loma,17.2706,-100.8939,28.64,82,91,1.44,MX,1697492047
482,Cedeira,43.6797,-8.0209,19.6,83,88,3.56,ES,1697492048
483,Zhob,31.3411,69.4481,14.09,66,23,1.09,PK,1697492048
484,Jablah,35.3614,35.9256,22.23,74,13,2.96,SY,1697492048
485,Manturovo,58.3353,44.7619,5.44,95,100,2.92,RU,1697492048
486,Taishan,22.2514,112.7799,22.35,83,91,2.68,CN,1697492048
487,Ljungby,56.8332,13.9408,0.9,80,17,3.28,SE,1697492048
488,Swakopmund,-22.6833,14.5333,14.47,87,6,1.34,NA,1697492035
489,Bria,6.5423,21.9863,21.0,98,83,1.26,CF,1697492049
490,Al Ḩasakah,36.5024,40.7477,21.37,42,9,1.45,SY,1697492049
491,Smithers,54.7804,-127.1743,9.18,93,100,1.54,CA,1697491814
492,El Bauga,18.262,33.9081,30.01,16,0,6.85,SD,1697491590
493,Neiafu,-18.65,-173.9833,26.38,69,40,5.66,TO,1697492050
494,Pitimbu,-7.4706,-34.8086,25.33,73,49,5.68,BR,1697492050
495,Thunder Bay,48.4001,-89.3168,11.99,50,20,3.09,CA,1697491977
496,Nuku'alofa,-21.1333,-175.2,25.19,78,20,7.2,TO,1697491561
497,Kiunga,-6.1219,141.2906,23.14,99,100,0.43,PG,1697491613
498,Xique Xique,-10.8217,-42.7311,29.72,35,2,4.52,BR,1697492051
499,Palikir,6.9248,158.1611,27.47,89,75,1.54,FM,1697492051
500,Mossel Bay,-34.1831,22.146,14.96,90,4,6.36,ZA,1697492051
501,Peterhead,57.5058,-1.7981,8.22,69,40,3.02,GB,1697492051
502,Aldinga Beach,-35.2793,138.4604,12.46,68,0,3.71,AU,1697492051
503,Ingeniero Guillermo N. Juárez,-23.9,-61.85,42.08,16,12,7.78,AR,1697492052
504,Baiyin,36.5583,104.2081,8.31,60,100,12.26,CN,1697491614
505,Lorengau,-2.0226,147.2712,28.43,73,100,2.2,PG,1697492052
506,Hede,33.7681,120.2517,14.42,79,0,1.57,CN,1697492052
507,Simanggang,1.2472,111.4528,23.99,100,100,0.0,MY,1697491621
508,Williamson,30.6502,-97.6003,24.06,34,0,7.2,US,1697491758
509,Karanlukh,40.1044,45.2897,7.61,75,44,2.33,AM,1697492053
510,Yeppoon,-23.1333,150.7333,19.88,62,1,2.53,AU,1697491990
511,Richfield,44.8833,-93.283,16.79,59,20,3.6,US,1697491879
512,Vylkove,45.4021,29.586,8.1,60,0,2.54,UA,1697491456
513,Lázaro Cárdenas,17.9583,-102.2,29.13,75,71,2.52,MX,1697492054
514,Port Augusta,-32.5,137.7667,9.6,66,0,2.49,AU,1697491182
515,Yuzhno-Kurilsk,44.0306,145.8556,10.76,75,33,4.5,RU,1697492054
516,Nema,57.5067,50.5011,9.16,58,26,5.88,RU,1697492054
517,Markovo,57.3206,107.0881,1.55,90,100,3.26,RU,1697492054
518,Lib,8.3122,167.3766,28.72,74,23,6.24,MH,1697492055
519,San José del Guaviare,2.5729,-72.6459,27.46,79,69,0.73,CO,1697492055
520,Jiayuguan City,39.8167,98.3,5.77,31,100,1.84,CN,1697491617
521,Saint-Philippe,-21.3585,55.7679,23.77,87,94,1.86,RE,1697491599
522,Tôlanaro,-25.0319,46.9987,23.04,83,75,4.12,MG,1697492056
523,Betio Village,1.358,172.9211,28.02,84,99,6.79,KI,1697492056
524,Mejit,10.2753,170.8646,27.97,76,14,7.39,MH,1697491572
525,Havelian,34.0536,73.1657,13.79,77,100,2.97,PK,1697492056
526,Castillos,-34.1667,-53.8333,16.93,96,81,1.36,UY,1697492006
527,Urzhar,47.093,81.6294,6.14,53,28,2.65,KZ,1697492057
528,Bārah,13.7,30.3667,32.0,20,97,6.24,SD,1697491618
529,Timbuktu,16.7735,-3.0074,32.89,13,100,4.0,ML,1697492057
530,Prieska,-29.6641,22.7474,16.44,51,0,8.46,ZA,1697492057
531,Karratha,-20.7377,116.8463,26.47,21,0,5.43,AU,1697492057
532,Delacombe,-37.5891,143.8147,6.52,87,35,0.89,AU,1697492058
533,Ivanava,52.1451,25.5365,3.98,92,48,5.04,BY,1697492058
534,Kachia,9.8667,7.95,22.38,88,98,1.48,NG,1697492058
535,Elliot,-31.3333,27.85,8.37,98,100,2.04,ZA,1697492058
536,Ulsteinvik,62.3432,5.8487,10.07,93,100,6.26,NO,1697492058
537,George Town,5.4112,100.3354,26.96,89,20,1.54,MY,1697492058
538,Santiago,-33.4569,-70.6483,24.08,33,0,6.69,CL,1697491955
539,Las Palmas,28.4204,-14.0131,23.44,61,0,0.51,ES,1697492034
540,Minas de Marcona,-15.2119,-75.1103,19.02,65,38,5.63,PE,1697491566
541,Wynyard,-41.0,145.7167,9.53,53,0,0.2,AU,1697492037
542,Gaspé,48.8334,-64.4819,9.95,76,75,3.6,CA,1697492059
543,Front Royal,38.9182,-78.1944,14.29,57,100,2.57,US,1697492061
544,Azazga,36.7447,4.3722,20.33,53,82,2.55,DZ,1697492061
545,Gouré,13.9835,10.2704,31.39,18,100,4.47,NE,1697492061
546,Manda,-10.4667,34.5833,27.26,59,90,3.38,TZ,1697492061
547,Milton-Freewater,45.9326,-118.3877,20.84,66,75,0.0,US,1697492061
548,Labrador City,52.9463,-66.9114,3.95,70,75,4.63,CA,1697491814
549,Debark’,13.1561,37.8981,11.65,70,88,0.99,ET,1697492062
550,Sebring,27.4956,-81.4409,21.84,57,75,6.69,US,1697491932
551,Al Ḩawātah,13.4167,34.6333,22.62,83,100,7.73,SD,1697492062
552,Paris,48.8534,2.3488,9.88,69,0,5.66,FR,1697491805
553,Taunggyi,20.7833,97.0333,15.02,93,61,0.51,MM,1697492063
554,Khonsa,27.0167,95.5667,16.39,85,20,1.55,IN,1697492063
555,Lajinha,-20.1514,-41.6228,23.64,77,71,1.44,BR,1697492063
556,South Hedland,-20.4089,118.5983,23.96,11,0,4.12,AU,1697492063
557,Embarcación,-23.209,-64.096,37.34,35,56,3.73,AR,1697492063
558,Pochinok,54.4068,32.4407,3.74,83,49,4.87,RU,1697492064
559,Santa Terezinha,-29.9002,-50.0904,19.35,98,100,8.19,BR,1697492064
560,Marrakesh,31.6315,-8.0083,25.04,47,75,3.6,MA,1697492025
561,Cururupu,-1.8283,-44.8683,25.43,85,44,1.72,BR,1697492048
562,Grand Baie,-20.0182,57.5802,22.26,77,61,1.42,MU,1697492065
563,Preobrazheniye,42.9019,133.9064,5.8,45,0,4.92,RU,1697492065
564,Kota Kinabalu,5.9749,116.0724,23.99,83,20,1.54,MY,1697492065
565,Bengkulu,-3.8004,102.2655,22.79,95,26,1.4,ID,1697492065
566,Fuglafjørður,62.244,-6.814,8.26,88,98,8.68,FO,1697491609
567,Banda Aceh,5.5577,95.3222,25.52,87,100,7.17,ID,1697491974
568,Kamimaruko,36.3167,138.2667,12.36,89,93,1.57,JP,1697492066
569,Kuching,1.55,110.3333,27.24,92,40,1.03,MY,1697492066
